frame.number,frame.time,frame.len,ip.len,tcp.len,udp.length,ip.src,ip.dst,_ws.col.Protocol
"2976","Nov 22, 2024 12:45:02.060154000 CST","20338","20324","20272",,"10.10.1.1","10.10.1.2","TCP"
"2977","Nov 22, 2024 12:45:02.060165000 CST","8602","8588","8536",,"10.10.1.1","10.10.1.2","TCP"
"2978","Nov 22, 2024 12:45:02.060180000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"2979","Nov 22, 2024 12:45:02.060205000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"2980","Nov 22, 2024 12:45:02.097613000 CST","114","100","48",,"10.10.1.2","10.10.1.1","TCP"
"2981","Nov 22, 2024 12:45:02.097860000 CST","31922","31908","31856",,"10.10.1.1","10.10.1.2","TCP"
"2982","Nov 22, 2024 12:45:02.097907000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"2983","Nov 22, 2024 12:45:02.097913000 CST","33370","33356","33304",,"10.10.1.1","10.10.1.2","TCP"
"2984","Nov 22, 2024 12:45:02.097947000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"2985","Nov 22, 2024 12:45:02.097949000 CST","59434","59420","59368",,"10.10.1.1","10.10.1.2","TCP"
"2986","Nov 22, 2024 12:45:02.098005000 CST","5858","5844","5792",,"10.10.1.1","10.10.1.2","TCP"
"2987","Nov 22, 2024 12:45:02.098006000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"2988","Nov 22, 2024 12:45:02.098005000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"2989","Nov 22, 2024 12:45:02.098044000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"2990","Nov 22, 2024 12:45:02.098071000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"2991","Nov 22, 2024 12:45:02.098074000 CST","43506","43492","43440",,"10.10.1.1","10.10.1.2","TCP"
"2992","Nov 22, 2024 12:45:02.098086000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"2993","Nov 22, 2024 12:45:02.098113000 CST","49298","49284","49232",,"10.10.1.1","10.10.1.2","TCP"
"2994","Nov 22, 2024 12:45:02.098113000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"2995","Nov 22, 2024 12:45:02.098142000 CST","15994","15980","15928",,"10.10.1.1","10.10.1.2","TCP"
"2996","Nov 22, 2024 12:45:02.098163000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"2997","Nov 22, 2024 12:45:02.098176000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"2998","Nov 22, 2024 12:45:02.098182000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"2999","Nov 22, 2024 12:45:02.098207000 CST","11650","11636","11584",,"10.10.1.1","10.10.1.2","TCP"
"3000","Nov 22, 2024 12:45:02.098233000 CST","53642","53628","53576",,"10.10.1.1","10.10.1.2","TCP"
"3001","Nov 22, 2024 12:45:02.098243000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3002","Nov 22, 2024 12:45:02.098254000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3003","Nov 22, 2024 12:45:02.098266000 CST","39162","39148","39096",,"10.10.1.1","10.10.1.2","TCP"
"3004","Nov 22, 2024 12:45:02.098281000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3005","Nov 22, 2024 12:45:02.098290000 CST","26130","26116","26064",,"10.10.1.1","10.10.1.2","TCP"
"3006","Nov 22, 2024 12:45:02.098303000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3007","Nov 22, 2024 12:45:02.098318000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3008","Nov 22, 2024 12:45:02.098319000 CST","50746","50732","50680",,"10.10.1.1","10.10.1.2","TCP"
"3009","Nov 22, 2024 12:45:02.098362000 CST","14546","14532","14480",,"10.10.1.1","10.10.1.2","TCP"
"3010","Nov 22, 2024 12:45:02.098376000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3011","Nov 22, 2024 12:45:02.098387000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3012","Nov 22, 2024 12:45:02.098396000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"3013","Nov 22, 2024 12:45:02.098422000 CST","13098","13084","13032",,"10.10.1.1","10.10.1.2","TCP"
"3014","Nov 22, 2024 12:45:02.098439000 CST","23234","23220","23168",,"10.10.1.1","10.10.1.2","TCP"
"3015","Nov 22, 2024 12:45:02.098452000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3016","Nov 22, 2024 12:45:02.098473000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3017","Nov 22, 2024 12:45:02.098518000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"3018","Nov 22, 2024 12:45:02.098533000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3019","Nov 22, 2024 12:45:02.098550000 CST","37714","37700","37648",,"10.10.1.1","10.10.1.2","TCP"
"3020","Nov 22, 2024 12:45:02.098579000 CST","20338","20324","20272",,"10.10.1.1","10.10.1.2","TCP"
"3021","Nov 22, 2024 12:45:02.098587000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3022","Nov 22, 2024 12:45:02.098601000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3023","Nov 22, 2024 12:45:02.098602000 CST","40610","40596","40544",,"10.10.1.1","10.10.1.2","TCP"
"3024","Nov 22, 2024 12:45:02.098635000 CST","24682","24668","24616",,"10.10.1.1","10.10.1.2","TCP"
"3025","Nov 22, 2024 12:45:02.098641000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3026","Nov 22, 2024 12:45:02.098658000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3027","Nov 22, 2024 12:45:02.098664000 CST","47850","47836","47784",,"10.10.1.1","10.10.1.2","TCP"
"3028","Nov 22, 2024 12:45:02.098695000 CST","17442","17428","17376",,"10.10.1.1","10.10.1.2","TCP"
"3029","Nov 22, 2024 12:45:02.098707000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3030","Nov 22, 2024 12:45:02.098720000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3031","Nov 22, 2024 12:45:02.098721000 CST","50746","50732","50680",,"10.10.1.1","10.10.1.2","TCP"
"3032","Nov 22, 2024 12:45:02.098752000 CST","14546","14532","14480",,"10.10.1.1","10.10.1.2","TCP"
"3033","Nov 22, 2024 12:45:02.098769000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3034","Nov 22, 2024 12:45:02.098780000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3035","Nov 22, 2024 12:45:02.098783000 CST","57986","57972","57920",,"10.10.1.1","10.10.1.2","TCP"
"3036","Nov 22, 2024 12:45:02.098835000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3037","Nov 22, 2024 12:45:02.098839000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"3038","Nov 22, 2024 12:45:02.098839000 CST","57986","57972","57920",,"10.10.1.1","10.10.1.2","TCP"
"3039","Nov 22, 2024 12:45:02.098897000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3040","Nov 22, 2024 12:45:02.098900000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"3041","Nov 22, 2024 12:45:02.098900000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"3042","Nov 22, 2024 12:45:02.098935000 CST","20338","20324","20272",,"10.10.1.1","10.10.1.2","TCP"
"3043","Nov 22, 2024 12:45:02.098960000 CST","44954","44940","44888",,"10.10.1.1","10.10.1.2","TCP"
"3044","Nov 22, 2024 12:45:02.098965000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3045","Nov 22, 2024 12:45:02.098979000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3046","Nov 22, 2024 12:45:02.098984000 CST","33370","33356","33304",,"10.10.1.1","10.10.1.2","TCP"
"3047","Nov 22, 2024 12:45:02.099002000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3048","Nov 22, 2024 12:45:02.099012000 CST","31922","31908","31856",,"10.10.1.1","10.10.1.2","TCP"
"3049","Nov 22, 2024 12:45:02.099019000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3050","Nov 22, 2024 12:45:02.099045000 CST","37714","37700","37648",,"10.10.1.1","10.10.1.2","TCP"
"3051","Nov 22, 2024 12:45:02.099056000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3052","Nov 22, 2024 12:45:02.099071000 CST","27578","27564","27512",,"10.10.1.1","10.10.1.2","TCP"
"3053","Nov 22, 2024 12:45:02.099076000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3054","Nov 22, 2024 12:45:02.099090000 CST","27578","27564","27512",,"10.10.1.1","10.10.1.2","TCP"
"3055","Nov 22, 2024 12:45:02.099098000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3056","Nov 22, 2024 12:45:02.099114000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3057","Nov 22, 2024 12:45:02.099115000 CST","8754","8740","8688",,"10.10.1.1","10.10.1.2","TCP"
"3058","Nov 22, 2024 12:45:02.099115000 CST","20338","20324","20272",,"10.10.1.1","10.10.1.2","TCP"
"3059","Nov 22, 2024 12:45:02.099145000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3060","Nov 22, 2024 12:45:02.099149000 CST","40610","40596","40544",,"10.10.1.1","10.10.1.2","TCP"
"3061","Nov 22, 2024 12:45:02.099184000 CST","4410","4396","4344",,"10.10.1.1","10.10.1.2","TCP"
"3062","Nov 22, 2024 12:45:02.099184000 CST","36266","36252","36200",,"10.10.1.1","10.10.1.2","TCP"
"3063","Nov 22, 2024 12:45:02.099187000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3064","Nov 22, 2024 12:45:02.099214000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"3065","Nov 22, 2024 12:45:02.099222000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3066","Nov 22, 2024 12:45:02.099239000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3067","Nov 22, 2024 12:45:02.099239000 CST","36266","36252","36200",,"10.10.1.1","10.10.1.2","TCP"
"3068","Nov 22, 2024 12:45:02.099269000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"3069","Nov 22, 2024 12:45:02.099275000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3070","Nov 22, 2024 12:45:02.099288000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"3071","Nov 22, 2024 12:45:02.099294000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3072","Nov 22, 2024 12:45:02.099308000 CST","5706","5692","5640",,"10.10.1.1","10.10.1.2","TCP"
"3073","Nov 22, 2024 12:45:02.099317000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3074","Nov 22, 2024 12:45:02.099324000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3075","Nov 22, 2024 12:45:02.157128000 CST","114","100","48",,"10.10.1.1","10.10.1.2","TCP"
"3076","Nov 22, 2024 12:45:02.157226000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3077","Nov 22, 2024 12:45:02.203214000 CST","114","100","48",,"10.10.1.1","10.10.1.2","TCP"
"3078","Nov 22, 2024 12:45:02.203298000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3079","Nov 22, 2024 12:45:02.257792000 CST","114","100","48",,"10.10.1.1","10.10.1.2","TCP"
"3080","Nov 22, 2024 12:45:02.257878000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3081","Nov 22, 2024 12:45:02.305428000 CST","114","100","48",,"10.10.1.1","10.10.1.2","TCP"
"3082","Nov 22, 2024 12:45:02.305516000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3083","Nov 22, 2024 12:45:04.140478000 CST","114","100","48",,"10.10.1.2","10.10.1.1","TCP"
"3084","Nov 22, 2024 12:45:04.140779000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"3085","Nov 22, 2024 12:45:04.140779000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"3086","Nov 22, 2024 12:45:04.140823000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3087","Nov 22, 2024 12:45:04.140841000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3088","Nov 22, 2024 12:45:04.141484000 CST","14546","14532","14480",,"10.10.1.1","10.10.1.2","TCP"
"3089","Nov 22, 2024 12:45:04.141509000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3090","Nov 22, 2024 12:45:04.141532000 CST","14546","14532","14480",,"10.10.1.1","10.10.1.2","TCP"
"3091","Nov 22, 2024 12:45:04.141549000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3092","Nov 22, 2024 12:45:04.141899000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"3093","Nov 22, 2024 12:45:04.141934000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3094","Nov 22, 2024 12:45:04.141971000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"3095","Nov 22, 2024 12:45:04.141972000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"3096","Nov 22, 2024 12:45:04.142001000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3097","Nov 22, 2024 12:45:04.142012000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3098","Nov 22, 2024 12:45:04.142077000 CST","43506","43492","43440",,"10.10.1.1","10.10.1.2","TCP"
"3099","Nov 22, 2024 12:45:04.142109000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3100","Nov 22, 2024 12:45:04.142153000 CST","49298","49284","49232",,"10.10.1.1","10.10.1.2","TCP"
"3101","Nov 22, 2024 12:45:04.142186000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3102","Nov 22, 2024 12:45:04.142205000 CST","8754","8740","8688",,"10.10.1.1","10.10.1.2","TCP"
"3103","Nov 22, 2024 12:45:04.142205000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"3104","Nov 22, 2024 12:45:04.142265000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3105","Nov 22, 2024 12:45:04.142269000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"3106","Nov 22, 2024 12:45:04.142269000 CST","57986","57972","57920",,"10.10.1.1","10.10.1.2","TCP"
"3107","Nov 22, 2024 12:45:04.142319000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3108","Nov 22, 2024 12:45:04.142328000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3109","Nov 22, 2024 12:45:04.142341000 CST","11650","11636","11584",,"10.10.1.1","10.10.1.2","TCP"
"3110","Nov 22, 2024 12:45:04.142364000 CST","17442","17428","17376",,"10.10.1.1","10.10.1.2","TCP"
"3111","Nov 22, 2024 12:45:04.142396000 CST","36266","36252","36200",,"10.10.1.1","10.10.1.2","TCP"
"3112","Nov 22, 2024 12:45:04.142404000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3113","Nov 22, 2024 12:45:04.142413000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3114","Nov 22, 2024 12:45:04.142444000 CST","39162","39148","39096",,"10.10.1.1","10.10.1.2","TCP"
"3115","Nov 22, 2024 12:45:04.142448000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3116","Nov 22, 2024 12:45:04.142487000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3117","Nov 22, 2024 12:45:04.142488000 CST","23234","23220","23168",,"10.10.1.1","10.10.1.2","TCP"
"3118","Nov 22, 2024 12:45:04.142530000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3119","Nov 22, 2024 12:45:04.142544000 CST","2962","2948","2896",,"10.10.1.1","10.10.1.2","TCP"
"3120","Nov 22, 2024 12:45:04.142544000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"3121","Nov 22, 2024 12:45:04.142591000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3122","Nov 22, 2024 12:45:04.142605000 CST","1514","1500","1448",,"10.10.1.1","10.10.1.2","TCP"
"3123","Nov 22, 2024 12:45:04.142655000 CST","63778","63764","63712",,"10.10.1.1","10.10.1.2","TCP"
"3124","Nov 22, 2024 12:45:04.142675000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3125","Nov 22, 2024 12:45:04.142716000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"3126","Nov 22, 2024 12:45:04.142760000 CST","36266","36252","36200",,"10.10.1.1","10.10.1.2","TCP"
"3127","Nov 22, 2024 12:45:04.142767000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3128","Nov 22, 2024 12:45:04.142804000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3129","Nov 22, 2024 12:45:04.142817000 CST","56538","56524","56472",,"10.10.1.1","10.10.1.2","TCP"
"3130","Nov 22, 2024 12:45:04.142840000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3131","Nov 22, 2024 12:45:04.142909000 CST","8754","8740","8688",,"10.10.1.1","10.10.1.2","TCP"
"3132","Nov 22, 2024 12:45:04.142909000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"3133","Nov 22, 2024 12:45:04.142924000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3134","Nov 22, 2024 12:45:04.142973000 CST","18890","18876","18824",,"10.10.1.1","10.10.1.2","TCP"
"3135","Nov 22, 2024 12:45:04.143018000 CST","46402","46388","46336",,"10.10.1.1","10.10.1.2","TCP"
"3136","Nov 22, 2024 12:45:04.143036000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3137","Nov 22, 2024 12:45:04.143065000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3138","Nov 22, 2024 12:45:04.143073000 CST","46402","46388","46336",,"10.10.1.1","10.10.1.2","TCP"
"3139","Nov 22, 2024 12:45:04.143113000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3140","Nov 22, 2024 12:45:04.143124000 CST","18890","18876","18824",,"10.10.1.1","10.10.1.2","TCP"
"3141","Nov 22, 2024 12:45:04.143161000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3142","Nov 22, 2024 12:45:04.143180000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"3143","Nov 22, 2024 12:45:04.143186000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3144","Nov 22, 2024 12:45:04.143229000 CST","8754","8740","8688",,"10.10.1.1","10.10.1.2","TCP"
"3145","Nov 22, 2024 12:45:04.143278000 CST","56538","56524","56472",,"10.10.1.1","10.10.1.2","TCP"
"3146","Nov 22, 2024 12:45:04.143297000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3147","Nov 22, 2024 12:45:04.143319000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3148","Nov 22, 2024 12:45:04.143340000 CST","36266","36252","36200",,"10.10.1.1","10.10.1.2","TCP"
"3149","Nov 22, 2024 12:45:04.143380000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3150","Nov 22, 2024 12:45:04.143405000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"3151","Nov 22, 2024 12:45:04.143423000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3152","Nov 22, 2024 12:45:04.143456000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3153","Nov 22, 2024 12:45:04.143460000 CST","63778","63764","63712",,"10.10.1.1","10.10.1.2","TCP"
"3154","Nov 22, 2024 12:45:04.143548000 CST","1514","1500","1448",,"10.10.1.1","10.10.1.2","TCP"
"3155","Nov 22, 2024 12:45:04.143549000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"3156","Nov 22, 2024 12:45:04.143571000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3157","Nov 22, 2024 12:45:04.143613000 CST","26130","26116","26064",,"10.10.1.1","10.10.1.2","TCP"
"3158","Nov 22, 2024 12:45:04.143658000 CST","39162","39148","39096",,"10.10.1.1","10.10.1.2","TCP"
"3159","Nov 22, 2024 12:45:04.143665000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3160","Nov 22, 2024 12:45:04.143699000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3161","Nov 22, 2024 12:45:04.143711000 CST","53642","53628","53576",,"10.10.1.1","10.10.1.2","TCP"
"3162","Nov 22, 2024 12:45:04.143741000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3163","Nov 22, 2024 12:45:04.143756000 CST","11650","11636","11584",,"10.10.1.1","10.10.1.2","TCP"
"3164","Nov 22, 2024 12:45:04.143794000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3165","Nov 22, 2024 12:45:04.143802000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"3166","Nov 22, 2024 12:45:04.143814000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3167","Nov 22, 2024 12:45:04.143858000 CST","15994","15980","15928",,"10.10.1.1","10.10.1.2","TCP"
"3168","Nov 22, 2024 12:45:04.143904000 CST","49298","49284","49232",,"10.10.1.1","10.10.1.2","TCP"
"3169","Nov 22, 2024 12:45:04.143913000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3170","Nov 22, 2024 12:45:04.143938000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3171","Nov 22, 2024 12:45:04.143961000 CST","43506","43492","43440",,"10.10.1.1","10.10.1.2","TCP"
"3172","Nov 22, 2024 12:45:04.143988000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3173","Nov 22, 2024 12:45:04.144003000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"3174","Nov 22, 2024 12:45:04.144035000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3175","Nov 22, 2024 12:45:04.144054000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"3176","Nov 22, 2024 12:45:04.144060000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3177","Nov 22, 2024 12:45:04.144102000 CST","5858","5844","5792",,"10.10.1.1","10.10.1.2","TCP"
"3178","Nov 22, 2024 12:45:04.144131000 CST","21634","21620","21568",,"10.10.1.1","10.10.1.2","TCP"
"3179","Nov 22, 2024 12:45:04.144173000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3180","Nov 22, 2024 12:45:04.144203000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3181","Nov 22, 2024 12:45:04.186922000 CST","114","100","48",,"10.10.1.2","10.10.1.1","TCP"
"3182","Nov 22, 2024 12:45:04.187199000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"3183","Nov 22, 2024 12:45:04.187283000 CST","27578","27564","27512",,"10.10.1.1","10.10.1.2","TCP"
"3184","Nov 22, 2024 12:45:04.187327000 CST","37714","37700","37648",,"10.10.1.1","10.10.1.2","TCP"
"3185","Nov 22, 2024 12:45:04.187328000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3186","Nov 22, 2024 12:45:04.187365000 CST","55090","55076","55024",,"10.10.1.1","10.10.1.2","TCP"
"3187","Nov 22, 2024 12:45:04.187419000 CST","10202","10188","10136",,"10.10.1.1","10.10.1.2","TCP"
"3188","Nov 22, 2024 12:45:04.187419000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"3189","Nov 22, 2024 12:45:04.187436000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3190","Nov 22, 2024 12:45:04.187460000 CST","17442","17428","17376",,"10.10.1.1","10.10.1.2","TCP"
"3191","Nov 22, 2024 12:45:04.187482000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3192","Nov 22, 2024 12:45:04.187490000 CST","47850","47836","47784",,"10.10.1.1","10.10.1.2","TCP"
"3193","Nov 22, 2024 12:45:04.187526000 CST","44954","44940","44888",,"10.10.1.1","10.10.1.2","TCP"
"3194","Nov 22, 2024 12:45:04.187543000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3195","Nov 22, 2024 12:45:04.187552000 CST","20338","20324","20272",,"10.10.1.1","10.10.1.2","TCP"
"3196","Nov 22, 2024 12:45:04.187604000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"3197","Nov 22, 2024 12:45:04.187616000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3198","Nov 22, 2024 12:45:04.187631000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"3199","Nov 22, 2024 12:45:04.187637000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3200","Nov 22, 2024 12:45:04.187661000 CST","57986","57972","57920",,"10.10.1.1","10.10.1.2","TCP"
"3201","Nov 22, 2024 12:45:04.187684000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3202","Nov 22, 2024 12:45:04.187697000 CST","34818","34804","34752",,"10.10.1.1","10.10.1.2","TCP"
"3203","Nov 22, 2024 12:45:04.187725000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3204","Nov 22, 2024 12:45:04.187726000 CST","30474","30460","30408",,"10.10.1.1","10.10.1.2","TCP"
"3205","Nov 22, 2024 12:45:04.187754000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3206","Nov 22, 2024 12:45:04.187765000 CST","62330","62316","62264",,"10.10.1.1","10.10.1.2","TCP"
"3207","Nov 22, 2024 12:45:04.187777000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3208","Nov 22, 2024 12:45:04.187814000 CST","2962","2948","2896",,"10.10.1.1","10.10.1.2","TCP"
"3209","Nov 22, 2024 12:45:04.187814000 CST","44954","44940","44888",,"10.10.1.1","10.10.1.2","TCP"
"3210","Nov 22, 2024 12:45:04.187843000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3211","Nov 22, 2024 12:45:04.187880000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3212","Nov 22, 2024 12:45:04.187944000 CST","20338","20324","20272",,"10.10.1.1","10.10.1.2","TCP"
"3213","Nov 22, 2024 12:45:04.187982000 CST","44954","44940","44888",,"10.10.1.1","10.10.1.2","TCP"
"3214","Nov 22, 2024 12:45:04.187982000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3215","Nov 22, 2024 12:45:04.188022000 CST","46402","46388","46336",,"10.10.1.1","10.10.1.2","TCP"
"3216","Nov 22, 2024 12:45:04.188042000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3217","Nov 22, 2024 12:45:04.188055000 CST","18890","18876","18824",,"10.10.1.1","10.10.1.2","TCP"
